ano mes dia hora velocidade provedor estado
2011 Dezembro 2 2 58.1295261359676 Ola PB
2011 Dezembro 2 3 43.237701996158 Ola PB
2011 Dezembro 2 4 59.1384542363816 Ola PB
2011 Dezembro 2 5 50.095628130658 Ola PB
2011 Dezembro 2 6 22.4409034781966 Ola PB
2011 Dezembro 2 7 77.2006191761139 Ola PB
2011 Dezembro 2 8 49.4245875702318 Ola PB
2011 Dezembro 2 9 68.8047318899544 Ola PB
2011 Dezembro 2 10 66.0583704912411 Ola PB
2011 Dezembro 2 11 33.8044047084651 Ola PB
2011 Dezembro 2 12 52.7554009661422 Ola PB
2011 Dezembro 2 13 40.0703160258111 Ola PB
2011 Dezembro 2 14 47.475530084082 Ola PB
2011 Dezembro 2 15 41.2871132403707 Ola PB
2011 Dezembro 2 16 65.8697288377467 Ola PB
2011 Dezembro 2 17 12.4282979089403 Ola PB
2011 Dezembro 2 18 49.214754108065 Ola PB
2011 Dezembro 2 19 43.2935983548586 Ola PB
2011 Dezembro 2 20 54.3178640681679 Ola PB
2011 Dezembro 2 21 47.7951035144535 Ola PB
2011 Dezembro 2 22 48.1932713182536 Ola PB
2011 Dezembro 2 23 40.5950841607945 Ola PB
2011 Dezembro 3 0 31.5363276613312 Ola PB
2011 Dezembro 3 1 11.8501727173612 Ola PB
2011 Dezembro 3 2 52.9398903824611 Ola PB
2011 Dezembro 3 3 61.4678046041696 Ola PB
2011 Dezembro 3 4 22.7413120426879 Ola PB
2011 Dezembro 3 5 37.1084281921205 Ola PB
2011 Dezembro 3 6 1.23494807735129 Ola PB
2011 Dezembro 3 7 36.4308017663833 Ola PB
2011 Dezembro 3 8 33.9008174831335 Ola PB
2011 Dezembro 3 9 46.7917138170452 Ola PB
2011 Dezembro 3 10 57.484419561917 Ola PB
2011 Dezembro 3 11 31.8411573865938 Ola PB
2011 Dezembro 3 12 41.0892095790882 Ola PB
2011 Dezembro 3 13 50.0920408700009 Ola PB
2011 Dezembro 3 14 51.8927606024415 Ola PB
2011 Dezembro 3 15 25.4269587060957 Ola PB
2011 Dezembro 3 16 52.1498340515528 Ola PB
2011 Dezembro 3 17 30.1926013396699 Ola PB
2011 Dezembro 3 18 49.1295592953832 Ola PB
2011 Dezembro 3 19 78.7338510313436 Ola PB
2011 Dezembro 3 20 30.6806326145173 Ola PB
2011 Dezembro 3 21 38.7661976902345 Ola PB
2011 Dezembro 3 22 54.0178133890767 Ola PB
2011 Dezembro 3 23 47.8057426810199 Ola PB
2011 Dezembro 4 0 47.793699192894 Ola PB
2011 Dezembro 4 1 54.8975144402944 Ola PB
2011 Dezembro 4 2 33.1346550937172 Ola PB
2011 Dezembro 4 3 59.1071504678292 Ola PB
2011 Dezembro 4 4 49.8674261315355 Ola PB
2011 Dezembro 4 5 54.6029580735928 Ola PB
2011 Dezembro 4 6 60.7946348865468 Ola PB
2011 Dezembro 4 7 34.3374154911019 Ola PB
2011 Dezembro 4 8 48.8956547223589 Ola PB
2011 Dezembro 4 9 54.4240766349945 Ola PB
2011 Dezembro 4 10 51.9497126287778 Ola PB
2011 Dezembro 4 11 55.3263033519423 Ola PB
2011 Dezembro 4 12 53.0142749657727 Ola PB
2011 Dezembro 4 13 41.5122565639182 Ola PB
2011 Dezembro 4 14 53.2787669567563 Ola PB
2011 Dezembro 4 15 54.1671126039025 Ola PB
2011 Dezembro 4 16 58.3242850364789 Ola PB
2011 Dezembro 4 17 63.6144197892318 Ola PB
2011 Dezembro 4 18 32.9397931557859 Ola PB
2011 Dezembro 4 19 42.6015552041262 Ola PB
2011 Dezembro 4 20 35.5115583304821 Ola PB
2011 Dezembro 4 21 65.75702943729 Ola PB
2011 Dezembro 4 22 24.4133886058528 Ola PB
2011 Dezembro 4 23 50.671314527595 Ola PB
2011 Dezembro 5 0 53.287065319268 Ola PB
2011 Dezembro 5 1 45.5074361120679 Ola PB
2011 Dezembro 5 2 33.0133688132268 Ola PB
2011 Dezembro 5 3 53.1506831004579 Ola PB
2011 Dezembro 5 4 14.9290995454691 Ola PB
2011 Dezembro 5 5 42.9955373253565 Ola PB
2011 Dezembro 5 6 43.2631481934664 Ola PB
2011 Dezembro 5 7 45.3287312847319 Ola PB
2011 Dezembro 5 8 50.1967947391178 Ola PB
2011 Dezembro 5 9 41.9833569955959 Ola PB
2011 Dezembro 5 10 25.0887423794054 Ola PB
2011 Dezembro 5 11 24.3295150610739 Ola PB
2011 Dezembro 5 12 43.3761743231676 Ola PB
2011 Dezembro 5 13 48.1909227469271 Ola PB
2011 Dezembro 5 14 29.9099922521057 Ola PB
2011 Dezembro 5 15 53.1344518124114 Ola PB
2011 Dezembro 5 16 30.7738331617817 Ola PB
2011 Dezembro 5 17 37.4698895140625 Ola PB
2011 Dezembro 5 18 36.9149192534564 Ola PB
2011 Dezembro 5 19 57.8510220833703 Ola PB
2011 Dezembro 5 20 44.3264187047489 Ola PB
2011 Dezembro 5 21 25.7348542678032 Ola PB
2011 Dezembro 5 22 19.3798408461473 Ola PB
2011 Dezembro 5 23 43.4697397403056 Ola PB
2011 Dezembro 6 0 56.6027884723952 Ola PB
2011 Dezembro 6 1 40.1203099045164 Ola PB
2011 Dezembro 6 2 25.6190445710307 Ola PB
2011 Dezembro 6 3 50.4081538945775 Ola PB
2011 Dezembro 6 4 37.0592538550615 Ola PB
2011 Dezembro 6 5 52.0865532003904 Ola PB
2011 Dezembro 6 6 22.6288602293959 Ola PB
2011 Dezembro 6 7 83.4310302283713 Ola PB
2011 Dezembro 6 8 55.0782312432708 Ola PB
2011 Dezembro 6 9 38.6863997472087 Ola PB
2011 Dezembro 6 10 41.118316568963 Ola PB
2011 Dezembro 6 11 50.2059973885413 Ola PB
2011 Dezembro 6 12 35.0553834263879 Ola PB
2011 Dezembro 6 13 57.1924499407925 Ola PB
2011 Dezembro 6 14 30.2868611352033 Ola PB
2011 Dezembro 6 15 31.6268177409686 Ola PB
2011 Dezembro 6 16 71.876098958576 Ola PB
2011 Dezembro 6 17 29.740330542758 Ola PB
2011 Dezembro 6 18 54.6590689406486 Ola PB
2011 Dezembro 6 19 37.4470791735755 Ola PB
2011 Dezembro 6 20 52.2802028308935 Ola PB
2011 Dezembro 6 21 20.5276847361278 Ola PB
2011 Dezembro 6 22 57.5782651111963 Ola PB
2011 Dezembro 6 23 73.4704151264819 Ola PB
2011 Dezembro 7 0 58.9680282530845 Ola PB
2011 Dezembro 7 1 22.2824332576921 Ola PB
2011 Dezembro 7 2 50.426807869464 Ola PB
2011 Dezembro 7 3 42.3316297594526 Ola PB
2011 Dezembro 7 4 55.5319966999297 Ola PB
2011 Dezembro 7 5 38.109038891249 Ola PB
2011 Dezembro 7 6 58.0185920432486 Ola PB
2011 Dezembro 7 7 63.4740908744734 Ola PB
2011 Dezembro 7 8 34.9800979189314 Ola PB
2011 Dezembro 7 9 48.7212275434039 Ola PB
2011 Dezembro 7 10 25.0347309770751 Ola PB
2011 Dezembro 7 11 55.9379809233441 Ola PB
2011 Dezembro 7 12 42.2706335440524 Ola PB
2011 Dezembro 7 13 45.1409204781217 Ola PB
2011 Dezembro 7 14 47.9184811518445 Ola PB
2011 Dezembro 7 15 49.3812636190436 Ola PB
2011 Dezembro 7 16 28.4611250390523 Ola PB
2011 Dezembro 7 17 39.1661214315945 Ola PB
2011 Dezembro 7 18 51.4105281229394 Ola PB
2011 Dezembro 7 19 44.5027132276293 Ola PB
2011 Dezembro 7 20 49.3524177443388 Ola PB
2011 Dezembro 7 21 52.5196331696663 Ola PB
2011 Dezembro 7 22 55.4273199671785 Ola PB
2011 Dezembro 7 23 32.4815782731401 Ola PB
2011 Setembro 1 0 33.6366534111069 GZT RJ
2011 Setembro 1 1 56.2652402801575 GZT RJ
2011 Setembro 1 2 46.8625292739205 GZT RJ
2011 Setembro 1 3 49.9715371886615 GZT RJ
2011 Setembro 1 4 51.0746027343879 GZT RJ
2011 Setembro 1 5 72.4260487502602 GZT RJ
2011 Setembro 1 6 36.7374603064167 GZT RJ
2011 Setembro 1 7 47.560503895493 GZT RJ
2011 Setembro 1 8 46.6204399765398 GZT RJ
2011 Setembro 1 9 58.6641834954673 GZT RJ
2011 Setembro 1 10 41.1223389940039 GZT RJ
2011 Setembro 1 11 32.1781195223365 GZT RJ
2011 Setembro 1 12 44.4464556387514 GZT RJ
2011 Setembro 1 13 51.0973376470277 GZT RJ
2011 Setembro 1 14 58.5068807275154 GZT RJ
2011 Setembro 1 15 61.2197898897775 GZT RJ
2011 Setembro 1 16 98.644305904698 GZT RJ
2011 Setembro 1 17 29.1766650843801 GZT RJ
2011 Setembro 1 18 58.4380741878336 GZT RJ
2011 Setembro 1 19 27.5007564825276 GZT RJ
2011 Setembro 1 20 52.0031100152652 GZT RJ
2011 Setembro 1 21 53.9367378416717 GZT RJ
2011 Setembro 1 22 7.91578879890243 GZT RJ
2011 Setembro 1 23 53.5132150129578 GZT RJ
2011 Setembro 2 0 47.4768521562412 GZT RJ
2011 Setembro 2 1 48.5909617971902 GZT RJ
2011 Setembro 2 2 56.0911671819254 GZT RJ
2011 Setembro 2 3 52.3546642047555 GZT RJ
2011 Setembro 2 4 57.184025949686 GZT RJ
2011 Setembro 2 5 3.70863990005815 GZT RJ
2011 Setembro 2 6 38.837169799206 GZT RJ
2011 Setembro 2 7 47.4604831966607 GZT RJ
2011 Setembro 2 8 53.5702585630651 GZT RJ
2011 Setembro 2 9 53.4868580550533 GZT RJ
2011 Setembro 2 10 34.8632778847581 GZT RJ
2011 Setembro 2 11 63.7243017845874 GZT RJ
2011 Setembro 2 12 26.7765452745269 GZT RJ
2011 Setembro 2 13 74.5920432608588 GZT RJ
2011 Setembro 2 14 86.7261286568888 GZT RJ
2011 Setembro 2 15 32.1241537989555 GZT RJ
2011 Setembro 2 16 43.7514956298947 GZT RJ
2011 Setembro 2 17 61.8488202996554 GZT RJ
2011 Setembro 2 18 25.4789615267863 GZT RJ
2011 Setembro 2 19 47.1847642276326 GZT RJ
2011 Setembro 2 20 46.134579980467 GZT RJ
2011 Setembro 2 21 49.6896340623786 GZT RJ
2011 Setembro 2 22 32.9914945381829 GZT RJ
2011 Setembro 2 23 22.6027711471981 GZT RJ
2011 Setembro 3 0 47.3643951795693 GZT RJ
2011 Setembro 3 1 46.4208600305938 GZT RJ
2011 Setembro 3 2 31.3413632855502 GZT RJ
2011 Setembro 3 3 68.5288413080223 GZT RJ
2011 Setembro 3 4 50.0237951006358 GZT RJ
2011 Setembro 3 5 14.4331591515838 GZT RJ
2011 Setembro 3 6 39.5979494517763 GZT RJ
2011 Setembro 3 7 56.6692296152324 GZT RJ
2011 Setembro 3 8 51.9155082696741 GZT RJ
2011 Setembro 3 9 40.911111370257 GZT RJ
2011 Setembro 3 10 70.5796637284283 GZT RJ
2011 Setembro 3 11 9.19790218427036 GZT RJ
2011 Setembro 3 12 66.349978218951 GZT RJ
2011 Setembro 3 13 34.330175907935 GZT RJ
2011 Setembro 3 14 57.9128084972207 GZT RJ
2011 Setembro 3 15 36.2908647836072 GZT RJ
2011 Setembro 3 16 28.5143329465481 GZT RJ
2011 Setembro 3 17 60.8682059452969 GZT RJ
2011 Setembro 3 18 49.2790891814214 GZT RJ
2011 Setembro 3 19 15.0937258243439 GZT RJ
2011 Setembro 3 20 46.1592469100209 GZT RJ
2011 Setembro 3 21 50.9247989799979 GZT RJ
2011 Setembro 3 22 44.0717059467104 GZT RJ
2011 Setembro 3 23 74.7581572492958 GZT RJ
2011 Setembro 4 0 47.8842827480675 GZT RJ
2011 Setembro 4 1 54.2878627244969 GZT RJ
2011 Setembro 4 2 29.9863172601787 GZT RJ
2011 Setembro 4 3 40.3220261972888 GZT RJ
2011 Setembro 4 4 28.6717168056177 GZT RJ
2011 Setembro 4 5 52.8356430560233 GZT RJ
2011 Setembro 4 6 58.4195787586637 GZT RJ
2011 Setembro 4 7 61.5791565141703 GZT RJ
2011 Setembro 4 8 37.7532308148465 GZT RJ
2011 Setembro 4 9 39.8796366312351 GZT RJ
2011 Setembro 4 10 45.8981791815147 GZT RJ
2011 Setembro 4 11 43.4889603952014 GZT RJ
2011 Setembro 4 12 45.6986843647857 GZT RJ
2011 Setembro 4 13 54.2397409628129 GZT RJ
2011 Setembro 4 14 0.367614255675548 GZT RJ
2011 Setembro 4 15 83.3489769467232 GZT RJ
2011 Setembro 4 16 50.2269800582746 GZT RJ
2011 Setembro 4 17 51.3581301269843 GZT RJ
2011 Setembro 4 18 55.3851106336021 GZT RJ
2011 Setembro 4 19 22.0362023988279 GZT RJ
2011 Setembro 4 20 24.7870971292342 GZT RJ
2011 Setembro 4 21 33.9809179619696 GZT RJ
2011 Setembro 4 22 50.2756669399782 GZT RJ
2011 Setembro 4 23 18.5238442662661 GZT RJ
2011 Setembro 5 0 55.5320174349541 GZT RJ
2011 Setembro 5 1 14.2262116854153 GZT RJ
2011 Setembro 5 2 31.6597624283479 GZT RJ
2011 Setembro 5 3 55.1436455501207 GZT RJ
2011 Setembro 5 4 63.0112958603235 GZT RJ
2011 Setembro 5 5 62.4657890418799 GZT RJ
2011 Setembro 5 6 11.0056825778023 GZT RJ
2011 Setembro 5 7 61.6638521713848 GZT RJ
2011 Setembro 5 8 45.9690525734209 GZT RJ
2011 Setembro 5 9 37.5298845865872 GZT RJ
2011 Setembro 5 10 30.8830293341698 GZT RJ
2011 Setembro 5 11 21.1461138436359 GZT RJ
2011 Setembro 5 12 62.8807642744794 GZT RJ
2011 Setembro 5 13 28.7701180545454 GZT RJ
2011 Setembro 5 14 47.7232194934844 GZT RJ
2011 Setembro 5 15 63.7120225938422 GZT RJ
2011 Setembro 5 16 79.0239970073473 GZT RJ
2011 Setembro 5 17 16.4663780821135 GZT RJ
2011 Setembro 5 18 41.2362344395423 GZT RJ
2011 Setembro 5 19 37.7470833071435 GZT RJ
2011 Setembro 5 20 54.3683112328333 GZT RJ
2011 Setembro 5 21 28.0562205121307 GZT RJ
2011 Setembro 5 22 15.8098579339557 GZT RJ
2011 Setembro 5 23 61.4814995025352 GZT RJ
2011 Setembro 6 0 56.6558057527281 GZT RJ
2011 Setembro 6 1 38.8484602203613 GZT RJ
2011 Setembro 6 2 50.0017392281014 GZT RJ
2011 Setembro 6 3 55.1489490064213 GZT RJ
2011 Setembro 6 4 66.9935107929146 GZT RJ
2011 Setembro 6 5 40.9482554230765 GZT RJ
2011 Setembro 6 6 65.3664353137241 GZT RJ
2011 Setembro 6 7 43.9435184544775 GZT RJ
2011 Setembro 6 8 44.1068934751557 GZT RJ
2011 Setembro 6 9 53.1414615124611 GZT RJ
2011 Setembro 6 10 48.8934538075031 GZT RJ
2011 Setembro 6 11 74.1656733817252 GZT RJ
2011 Setembro 6 12 50.054901312882 GZT RJ
2011 Setembro 6 13 60.5359093773483 GZT RJ
2011 Setembro 6 14 43.5689770208146 GZT RJ
2011 Setembro 6 15 49.8889898752301 GZT RJ
2011 Setembro 6 16 46.767658553435 GZT RJ
2011 Setembro 6 17 42.3250610822558 GZT RJ
2011 Setembro 6 18 50.0243511032077 GZT RJ
2011 Setembro 6 19 29.7347654862078 GZT RJ
2011 Setembro 6 20 50.2614066340724 GZT RJ
2011 Setembro 6 21 26.7235369267691 GZT RJ
2011 Setembro 6 22 65.5139475877149 GZT RJ
2011 Setembro 6 23 41.3782942207791 GZT RJ
2011 Setembro 7 0 50.5202643707027 GZT RJ
2011 Setembro 7 1 63.5820406292857 GZT RJ
2011 Setembro 7 2 31.7956833547834 GZT RJ
2011 Setembro 7 3 28.0675603576835 GZT RJ
2011 Setembro 7 4 59.2044119854892 GZT RJ
2011 Setembro 7 5 30.8258085119657 GZT RJ
2011 Setembro 7 6 45.7933501886137 GZT RJ
2011 Setembro 7 7 25.1993344264156 GZT RJ
2011 Setembro 7 8 29.5087176054835 GZT RJ
2011 Setembro 7 9 53.4757793489708 GZT RJ
2011 Setembro 7 10 25.2254719890047 GZT RJ
2011 Setembro 7 11 40.9130685649122 GZT RJ
2011 Setembro 7 12 71.2166875175711 GZT RJ
2011 Setembro 7 13 49.2653084102575 GZT RJ
2011 Setembro 7 14 46.2564754628077 GZT RJ
2011 Setembro 7 15 37.429050015159 GZT RJ
2011 Setembro 7 16 39.2803504263124 GZT RJ
2011 Setembro 7 17 41.1582646702639 GZT RJ
2011 Setembro 7 18 54.727563179314 GZT RJ
2011 Setembro 7 19 21.8256951173863 GZT RJ
2011 Setembro 7 20 47.0773813460301 GZT RJ
2011 Setembro 7 21 49.7673100780307 GZT RJ
2011 Setembro 7 22 77.0313901582302 GZT RJ
2011 Setembro 7 23 29.9680244043166 GZT RJ
2012 Outubro 1 0 45.7917115861734 GZT SP
2012 Outubro 1 1 47.7505022238375 GZT SP
2012 Outubro 1 2 40.3941816219676 GZT SP
2012 Outubro 1 3 72.9761115174113 GZT SP
2012 Outubro 1 4 62.5699381136759 GZT SP
2012 Outubro 1 5 39.8153066457372 GZT SP
2012 Outubro 1 6 53.9934018884964 GZT SP
2012 Outubro 1 7 76.5424849410942 GZT SP
2012 Outubro 1 8 39.8048424491625 GZT SP
2012 Outubro 1 9 58.1892836057376 GZT SP
2012 Outubro 1 10 35.923114937449 GZT SP
2012 Outubro 1 11 46.3026795480141 GZT SP
2012 Outubro 1 12 70.1847079902479 GZT SP
2012 Outubro 1 13 35.9219984298658 GZT SP
2012 Outubro 1 14 69.679598747511 GZT SP
