@relation 'spambase_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.348word_freq_857-0.348word_freq_415-0.32word_freq_direct-0.317word_freq_technology-0.312word_freq_telnet... numeric
@attribute 0.272word_freq_your+0.252capital_run_length_longest+0.248word_freq_000+0.236char_freq_$+0.235word_freq_order... numeric
@attribute -0.445capital_run_length_longest-0.372capital_run_length_total-0.292char_freq_(-0.285capital_run_length_average+0.248word_freq_you... numeric
@attribute 0.403word_freq_original+0.394word_freq_1999+0.304word_freq_pm-0.295word_freq_font+0.246word_freq_cs... numeric
@attribute '0.534word_freq_meeting+0.332word_freq_will+0.31 word_freq_lab+0.27 word_freq_our-0.256word_freq_font...' numeric
@attribute 0.303word_freq_font+0.299word_freq_business+0.299char_freq_;-0.29word_freq_addresses+0.274word_freq_credit... numeric
@attribute -0.43word_freq_font-0.406char_freq_;+0.284capital_run_length_average-0.254word_freq_000-0.247word_freq_meeting... numeric
@attribute -0.323word_freq_edu-0.305word_freq_you-0.257word_freq_cs-0.239char_freq_!+0.237word_freq_internet... numeric
@attribute '0.368word_freq_edu+0.35 word_freq_cs-0.291word_freq_make+0.28 word_freq_our+0.258word_freq_remove...' numeric
@attribute 0.359word_freq_cs+0.353word_freq_edu-0.289word_freq_re-0.265word_freq_pm-0.262char_freq_!... numeric
@attribute -0.326word_freq_email-0.262word_freq_will-0.258word_freq_all+0.248word_freq_george-0.23word_freq_hpl... numeric
@attribute 0.355word_freq_money+0.305word_freq_free+0.262word_freq_make-0.257word_freq_re-0.24char_freq_!... numeric
@attribute 0.334word_freq_parts-0.314word_freq_address-0.27word_freq_mail+0.259word_freq_hp-0.254word_freq_will... numeric
@attribute -0.529word_freq_data-0.345char_freq_[+0.246word_freq_people+0.219word_freq_hp+0.198word_freq_hpl... numeric
@attribute 0.399word_freq_table-0.361word_freq_project+0.272word_freq_re+0.223word_freq_order-0.22word_freq_will... numeric
@attribute -0.428word_freq_address+0.373word_freq_george-0.307word_freq_mail-0.297word_freq_report+0.255word_freq_conference... numeric
@attribute -0.504word_freq_table+0.359char_freq_[-0.277word_freq_report-0.261word_freq_project+0.246char_freq_!... numeric
@attribute -0.453word_freq_3d-0.403word_freq_project-0.332word_freq_parts-0.243word_freq_re+0.225word_freq_free... numeric
@attribute 0.686word_freq_3d-0.428word_freq_parts+0.187word_freq_lab-0.167word_freq_people-0.167word_freq_address... numeric
@attribute -0.602word_freq_conference+0.532word_freq_project+0.258char_freq_#-0.17word_freq_3d+0.168word_freq_make... numeric
@attribute 0.447word_freq_address-0.388char_freq_#-0.295word_freq_conference-0.284word_freq_re-0.275word_freq_mail... numeric
@attribute '-0.43char_freq_#-0.327word_freq_address-0.256word_freq_over-0.247word_freq_conference+0.24 capital_run_length_average...' numeric
@attribute 0.407word_freq_conference+0.407char_freq_!+0.387word_freq_project+0.339word_freq_table+0.284word_freq_free... numeric
@attribute '0.326word_freq_mail+0.321char_freq_(+0.31 word_freq_internet-0.261char_freq_[+0.26 word_freq_free...' numeric
@attribute 0.404word_freq_people+0.357word_freq_money+0.298word_freq_email-0.294word_freq_report-0.253word_freq_000... numeric
@attribute -0.45word_freq_table-0.386word_freq_make+0.315word_freq_all+0.283word_freq_report-0.227word_freq_000... numeric
@attribute -0.335word_freq_email+0.323word_freq_over+0.269word_freq_mail-0.255word_freq_re-0.249word_freq_data... numeric
@attribute -0.412char_freq_#+0.306word_freq_free-0.261word_freq_data-0.254word_freq_pm-0.218word_freq_all... numeric
@attribute 0.433word_freq_internet-0.293word_freq_order-0.28word_freq_remove-0.279word_freq_mail+0.237char_freq_[... numeric
@attribute -0.493word_freq_credit+0.312word_freq_data-0.297char_freq_(-0.285char_freq_[+0.276word_freq_internet... numeric
@attribute -0.363word_freq_credit-0.3word_freq_free+0.288word_freq_order+0.283word_freq_business-0.282word_freq_data... numeric
@attribute 0.397char_freq_!+0.331word_freq_over-0.318word_freq_000+0.279word_freq_receive-0.268word_freq_credit... numeric
@attribute 0.367word_freq_our-0.297word_freq_order-0.262word_freq_all+0.253word_freq_report+0.244word_freq_email... numeric
@attribute -0.359word_freq_remove+0.343word_freq_our-0.297word_freq_over-0.258capital_run_length_average-0.244word_freq_report... numeric
@attribute 0.431word_freq_pm+0.303word_freq_order+0.285word_freq_free-0.282word_freq_original+0.269word_freq_people... numeric
@attribute '0.518word_freq_will-0.336word_freq_make+0.27 word_freq_parts+0.24 word_freq_pm+0.209word_freq_cs...' numeric
@attribute 0.431word_freq_all+0.265word_freq_business-0.264char_freq_$+0.252word_freq_re-0.242word_freq_pm... numeric
@attribute -0.338word_freq_your-0.272word_freq_george+0.266word_freq_make-0.221word_freq_cs-0.215char_freq_$... numeric
@attribute 0.431word_freq_original-0.275word_freq_receive+0.255char_freq_$-0.249word_freq_pm-0.23word_freq_edu... numeric
@attribute '-0.326word_freq_business+0.29 word_freq_cs-0.284word_freq_email-0.275word_freq_edu+0.234word_freq_85...' numeric
@attribute '-0.433word_freq_business-0.343word_freq_you+0.308word_freq_our+0.27 char_freq_$+0.253word_freq_re...' numeric
@attribute '-0.437capital_run_length_total-0.338word_freq_85+0.24 word_freq_addresses-0.24word_freq_business+0.225word_freq_your...' numeric
@attribute -0.389capital_run_length_total+0.274word_freq_85-0.242word_freq_mail+0.241word_freq_650-0.24word_freq_cs... numeric
@attribute 0.441word_freq_you-0.361word_freq_receive-0.294word_freq_money+0.276word_freq_make+0.265word_freq_hpl... numeric
@attribute -0.543word_freq_edu+0.383word_freq_cs+0.378word_freq_1999-0.302word_freq_original+0.204word_freq_000... numeric
@attribute '-0.551word_freq_your+0.391word_freq_you-0.262word_freq_font+0.26 word_freq_receive+0.246char_freq_;...' numeric
@attribute -0.508word_freq_font+0.459char_freq_;-0.335word_freq_hpl+0.309word_freq_85+0.202word_freq_your... numeric
@attribute -0.547word_freq_000+0.532word_freq_addresses+0.289char_freq_$-0.215word_freq_order-0.183word_freq_email... numeric
@attribute class {1,0}

@data
0.639191,-0.464192,0.472501,-0.444884,-0.315684,-0.19461,0.142448,0.032341,0.268048,-0.183874,0.134533,-0.240258,0.092402,-0.176798,-0.209541,0.015668,-0.135996,0.212146,-0.040045,-0.123888,0.25043,0.014646,-0.262219,-0.402304,-0.214976,0.004515,0.095196,0.075906,-0.259305,0.036794,-0.208385,0.66806,-0.115883,-0.262214,0.018491,-0.215029,-0.173155,0.029425,-0.279329,0.520125,0.07459,0.168261,-0.246687,-0.549181,0.031623,-0.094984,0.100732,0.084222,1
0.693729,-0.057556,0.576981,-0.23303,-0.2118,-0.50391,-0.017247,-0.032558,0.407343,-0.770798,-1.125205,0.300051,-0.184733,-0.147763,0.415539,-0.098572,-0.299535,-0.134296,0.080555,-0.21615,0.492297,-0.38291,0.164175,-0.10426,0.336866,0.600207,-0.75251,0.339384,0.555737,-0.369439,0.304365,0.427017,0.589428,0.401291,-0.438338,0.004477,-0.596335,0.290455,-0.028523,-0.400282,-0.064218,0.045541,-0.666723,0.094576,0.245824,0.204459,-0.200561,-0.402895,1
1.052856,1.032881,1.491406,0.27128,-0.08815,1.002556,0.110289,0.392853,0.049488,0.27506,0.197806,0.618379,-0.124661,1.057658,-1.22869,-1.708427,-0.297496,0.712079,-0.938824,-0.879845,-0.971046,1.309718,-0.855791,-0.588924,0.901599,-0.336774,-0.668553,-0.228114,0.333012,-0.758304,-1.83491,1.540712,-0.806356,-0.838377,0.652791,-0.365389,0.324497,-0.739489,-1.180657,1.454533,0.567889,0.206113,0.641946,-1.154945,0.134408,0.526424,-0.376652,0.036205,1
1.281213,1.661085,1.723951,-0.112927,-0.431554,0.309115,-0.055408,-0.607822,1.087823,-1.933751,-0.284047,0.991271,0.945956,0.314281,0.060822,1.160209,-0.038613,1.610398,-0.13735,0.409909,-0.310384,-0.152097,1.35499,1.88666,-1.823974,1.853589,1.919903,1.515905,0.957139,1.211486,-1.773305,-0.9841,-0.631512,0.772299,1.260806,-0.238403,0.083407,-1.30879,0.865133,-0.946205,-0.73932,-0.262432,-0.216161,0.574805,-0.169407,-0.623777,0.387118,-0.365256,1
0.352049,0.280416,0.158046,0.650121,0.183955,1.143946,0.161943,-0.040621,0.675403,-1.068761,0.148417,0.889065,0.044663,0.84476,-0.243522,-0.372828,0.118502,0.140435,-0.400416,-0.050729,0.033759,0.223941,0.731243,0.136423,-0.1883,0.855712,0.934307,0.225237,-1.387401,0.072498,-0.617278,-0.542528,-0.303762,0.378256,-0.626128,-1.13661,-0.284722,-0.149985,-0.775444,-0.366836,1.173601,-0.361629,-0.082748,0.574951,0.982205,-1.09682,0.195735,0.491302,1
0.699741,-0.369175,0.893517,-0.450581,-0.076775,0.201904,0.33469,-0.195894,0.191328,-0.257275,0.076267,-0.023737,0.012718,-0.310318,0.14881,-0.166771,-0.129588,-0.253732,-0.204439,-0.099903,-0.029849,0.462697,-0.41942,-0.284437,-0.067831,-0.1614,0.339055,0.013787,0.066361,0.157624,0.198538,-0.073823,0.087015,0.5968,-0.635573,-0.37926,-1.127256,-0.459568,-0.19288,0.355605,-0.399942,0.624474,-0.550789,-0.311814,0.064347,-0.847709,0.376034,-0.057233,1
0.834228,0.530784,-0.511708,-0.544554,-0.544399,-0.768336,0.272363,-0.419168,0.074912,-0.381645,0.789112,-0.693686,0.214739,0.298566,-0.104876,0.354508,0.799934,0.158161,0.151377,0.254957,0.629205,0.297177,0.933449,0.112824,-0.834544,-0.685699,-0.54238,-0.387599,0.189186,-0.260648,0.034282,0.049748,-0.016707,-0.204316,-1.156291,-0.066914,-1.407414,0.337177,-0.334015,0.232078,-0.415774,0.3458,-0.624609,-1.000783,0.23493,-0.998167,0.274601,-0.857669,1
0.806895,0.404966,0.841718,0.012527,-0.19358,-0.799294,-0.334571,-0.415304,0.459098,-0.521815,0.248606,-0.380709,0.606601,0.35425,-0.553821,-0.724823,-0.623434,-0.073737,-0.615825,-0.63041,0.501821,0.704841,-0.378911,-0.764398,1.409582,0.622389,0.061492,-0.634134,0.422331,-0.164697,-0.157508,0.236792,0.256735,0.786697,0.497472,-0.736538,0.552162,-0.19223,-0.291795,0.477256,-0.440465,0.595446,0.509051,0.002166,0.161693,-0.187432,-0.186921,0.211836,1
-0.407241,4.037056,0.19416,1.191489,-0.374211,-2.58933,-2.008481,1.554693,2.397528,-0.873289,-1.149497,1.81133,-0.675793,-0.521199,0.574435,0.237991,-0.971332,-1.270459,0.2182,-0.210231,0.014152,-0.71941,-0.060808,-0.032871,1.883659,0.061755,-1.448947,1.303698,0.166669,-0.413804,0.889852,-0.743726,1.667593,1.69642,-1.079506,0.372764,-1.212176,-0.146017,0.164893,-1.625929,0.416993,1.272956,-0.445905,-0.79154,0.080849,0.254848,-0.590794,1.649614,1
0.0089,-1.225542,-0.700585,-0.698263,-0.273635,-0.390005,0.831228,-0.188429,0.183718,-0.342376,0.254618,-0.189851,-0.014975,-0.23746,-0.460188,0.119508,-0.054186,0.187667,0.3112,-0.09005,0.422785,-0.576735,-0.329079,0.867092,0.173844,-0.147355,0.294508,0.334935,-0.234326,-0.856147,0.409962,0.36584,-0.177184,0.19489,-0.04828,-0.556346,0.047014,0.365545,0.055848,0.354812,0.057736,0.867477,0.121072,-0.82545,0.312401,-0.048211,-0.538791,-0.126338,1
0.892619,1.06137,-1.04028,-0.596675,0.261162,0.122615,0.397995,0.156963,-0.384584,0.594588,0.037094,0.225755,0.156816,-0.383649,0.290344,-0.256826,-0.167356,-0.202207,-0.235715,-0.275741,-0.240649,0.045602,-0.333682,-0.508616,-0.059739,0.263509,-0.479082,0.436085,-0.591309,0.391368,0.54839,0.655109,-0.921705,1.460589,0.248237,0.116907,-0.831926,-0.228323,-0.235234,1.066403,0.013572,-0.992917,-1.039625,0.58961,-0.091231,-0.22382,0.580022,-0.565588,1
0.500458,-0.449399,0.345647,-1.558282,0.264908,0.782107,-0.338406,-0.403716,1.691958,-1.565302,0.561306,0.991292,1.134539,0.508692,-1.016532,0.138965,-0.364674,0.329506,-0.564306,-0.048301,0.27333,0.422811,0.530766,1.267316,-0.657442,0.328295,0.677906,1.64819,-0.434894,0.519406,-0.295665,-0.763029,1.498193,2.184327,0.995208,-0.967811,-0.64268,-0.954519,-0.034926,0.427656,1.109775,0.592615,0.57749,-0.552203,0.013684,0.473337,0.436882,-0.213577,1
0.662745,-0.082806,0.986782,-0.366413,0.048005,-0.075239,-0.012428,0.059396,0.773724,-0.871643,-0.65416,0.65613,0.304955,-0.005203,-0.091652,0.040268,-0.404052,-0.004576,0.037938,-0.111896,0.104623,-0.117548,0.133557,0.266133,0.25008,0.437648,-0.371084,0.76101,0.389538,-0.134816,0.16154,0.12037,0.965415,1.029309,-0.183545,-0.241501,-1.107222,-0.154203,0.162537,-0.379314,0.227449,0.423708,-0.564831,-0.259971,0.118069,-0.333469,-0.09855,-0.458732,1
0.303313,-1.295847,-0.269251,-0.434651,-0.44703,-0.537287,0.552268,-0.169897,0.025459,-0.388444,0.64233,-0.505886,0.002447,0.064198,0.146485,-0.104489,0.326177,-0.260853,0.196524,0.05365,-0.014324,-0.150324,-0.123374,0.259199,0.063993,-0.47652,-0.392827,0.183066,0.075422,-0.244729,0.105362,-0.064509,-0.298372,0.006093,0.083245,-0.094022,-0.132518,0.252672,0.412682,-0.043748,0.620557,0.059452,-0.223095,-0.848199,0.134877,-0.09446,-0.119491,0.269623,1
0.892545,1.060981,-1.039631,-0.596482,0.261093,0.122653,0.397882,0.157027,-0.384373,0.594401,0.037052,0.22569,0.156678,-0.383677,0.2903,-0.256727,-0.167302,-0.202171,-0.235683,-0.275644,-0.240561,0.045648,-0.333657,-0.508534,-0.059727,0.263382,-0.478938,0.435904,-0.591302,0.391251,0.548446,0.654948,-0.921562,1.460242,0.2482,0.116821,-0.831967,-0.228458,-0.235002,1.066134,0.013678,-0.992204,-1.039002,0.589335,-0.091063,-0.223721,0.579706,-0.565502,1
0.303313,-1.295847,-0.269251,-0.434651,-0.44703,-0.537287,0.552268,-0.169897,0.025459,-0.388444,0.64233,-0.505886,0.002447,0.064198,0.146485,-0.104489,0.326177,-0.260853,0.196524,0.05365,-0.014324,-0.150324,-0.123374,0.259199,0.063993,-0.47652,-0.392827,0.183066,0.075422,-0.244729,0.105362,-0.064509,-0.298372,0.006093,0.083245,-0.094022,-0.132518,0.252672,0.412682,-0.043748,0.620557,0.059452,-0.223095,-0.848199,0.134877,-0.09446,-0.119491,0.269623,1
1.023112,0.631767,1.680432,-0.040589,-1.236697,0.433354,0.406492,-0.953319,-0.759344,-0.625132,-0.49522,2.908699,0.915485,0.52422,-0.243093,0.078992,0.99737,-0.820429,1.059058,0.611867,0.398904,-0.847809,0.280728,-1.410731,3.030635,-0.142979,0.960786,1.315849,-3.105823,0.639402,0.400237,-1.874272,-1.063557,-2.098329,-1.472946,1.782254,1.467172,1.506718,-1.494907,1.925525,0.78698,-0.328177,0.734743,-1.402346,-0.065115,-0.07936,0.078846,-0.036187,1
0.358265,-0.949788,0.183239,-0.862973,-0.569756,-0.043939,0.791348,-0.0265,0.597902,-0.918709,0.25701,1.152179,0.666396,0.632963,-0.478718,0.610219,0.131622,0.990687,0.211013,0.338931,0.053012,-0.598002,0.922553,1.429731,-0.558509,0.637007,0.398249,1.376364,0.238873,0.13314,-1.053147,-0.2747,-0.354389,0.870926,1.187504,-0.192869,-0.252959,0.194748,0.901481,-0.388636,-0.292818,0.370639,0.126489,-0.628065,0.189443,-0.097162,-0.137124,0.133324,1
